公司代號,公司名稱,利息收入,減：利息費用,利息淨收益,利息以外淨收益,淨收益,呆帳費用,收回(提存)各項保險責任準備淨額,營業費用,繼續營業單位稅前合併淨利(淨損),所得稅(費用)利益,繼續營業單位稅後合併淨利(淨損),停業單位損益,非常損益(稅後),會計原則變動之累積影響數(稅後),合併總損益,合併總損益歸屬予_母公司股東,合併總損益歸屬予_少數股權,基本每股盈餘,稀釋每股盈餘
"2880","華南金",23638812,8719006,14919806,9889192,24808998,2579708,0,14154860,7913216,-1429046,6484170,0,0,0,6484170,6484131,39,0.92,0.00
"2881","富邦金",53987070,8792543,45194527,124468344,169662871,103017,0,29438936,36081976,-4451148,31630828,0,0,0,31630828,31488786,142042,3.50,3.49
"2882","國泰金",86905388,9118477,77786911,99984048,177770959,400728,0,34694326,10067629,1687229,11754858,0,0,0,11754858,11571948,182910,1.14,0.00
"2883","開發金",2956766,1545533,1411233,4801270,6212503,108584,0,3970644,2133275,15616,2148891,0,0,0,2148891,2132240,16651,0.19,0.00
"2884","玉山金控",15561647,6185777,9375870,5934220,15310090,1821763,0,8483334,5004993,-756981,4248012,0,0,0,4248012,4248012,0,1.03,0.99
"2885","元大金",9362295,2570232,6792063,19324731,26116794,-446957,0,12259602,14304149,-1307388,12996761,0,0,0,12996761,12846007,150754,1.45,1.43
"2886","兆豐金",30153665,9388958,20764707,12977691,33742398,330022,0,15779567,17596148,-3291673,14304475,0,0,0,14304475,14295110,9365,1.27,1.27
"2887","台新金控",31939301,12803391,19135910,20778235,39914145,2787605,0,21086015,16040525,-2697686,13342839,0,0,0,13342839,7497818,5845021,1.02,1.00
"2888","新光金",40890054,2945338,37944716,-6563349,31381367,90000,0,15614004,7207955,-736074,6471881,0,0,0,6471881,6126970,344911,0.73,0.00
"2889","國票金控",2080035,816888,1263147,3675268,4938415,175286,0,2414949,2348180,-301341,2046839,0,0,0,2046839,2119884,-73045,0.88,0.00
"2890","永豐金控",18666344,7156997,11509347,6961014,18470361,1102490,0,12367400,5000471,-878542,4121929,0,0,0,4121929,4121929,0,0.56,0.56
"2891","中信金",28420091,8555216,19864875,23243051,43107926,667207,0,25421268,17019451,-2494261,14525190,0,0,0,14525190,14519728,5462,1.29,0.00
"2892","第一金控",25098582,8702167,16396415,8213391,24609806,3266994,0,13583482,8153642,-1343611,6810031,0,0,0,6810031,6885632,-75601,1.00,0.00