公司代號,公司名稱,利息收入,減：利息費用,利息淨收益,利息以外淨收益,淨收益,呆帳費用,收回(提存)各項保險責任準備淨額,營業費用,繼續營業單位稅前合併淨利(淨損),所得稅(費用)利益,繼續營業單位稅後合併淨利(淨損),停業單位損益,非常損益(稅後),會計原則變動之累積影響數(稅後),合併總損益,合併總損益歸屬予_母公司股東,合併總損益歸屬予_少數股權,基本每股盈餘,稀釋每股盈餘
"2880","華南金",26007124,9836583,16170541,10617276,26787817,3445607,0,14298739,8715799,-1308858,7406941,0,0,0,7406941,7406906,35,0.86,0.00
"2881","富邦金",60104692,10703108,49401584,248426723,297828307,-842226,0,30345838,26697476,-3890405,22807071,0,0,0,22807071,22807071,0,2.40,2.40
"2882","國泰金",94893764,10386251,84507513,211841659,296349172,884813,0,37427256,13459830,-492651,12967179,0,0,0,12967179,12817838,149341,1.22,1.21
"2883","開發金",4309532,2029636,2279896,8232317,10512213,-406201,0,6265278,4653136,-120255,4532881,0,0,0,4532881,4371942,160939,0.35,0.00
"2884","玉山金控",17599715,7235951,10363764,7877295,18241059,1480311,0,10061649,6699099,-1035935,5663164,0,0,0,5663164,5663164,0,1.18,1.13
"2885","元大金",10717025,3056575,7660450,13917181,21577631,375199,0,14605331,6597101,-1615476,4981625,0,0,0,4981625,4689858,291767,0.47,0.46
"2886","兆豐金",34333344,11330824,23002520,15836625,38839145,2017546,0,15182715,21460167,-3680549,17779618,0,0,0,17779618,17768248,11370,1.55,1.55
"2887","台新金控",36745692,15087876,21657816,14924037,36581853,-2161611,0,21513263,17230201,-2789870,14440331,0,0,0,14440331,8662309,5778022,1.10,1.09
"2888","新光金",42919341,3826884,39092457,64729481,103821938,935265,0,15857005,11973892,-1178422,10795470,0,0,0,10795470,10319719,475751,1.22,1.16
"2889","國票金控",2087029,1007918,1079111,2391816,3470927,0,0,1932317,1538610,-258542,1280068,0,0,0,1280068,1276759,3309,0.50,0.00
"2890","永豐金控",19426072,7564447,11861625,9948880,21810505,-110434,0,13089152,8831787,-1388620,7443167,0,0,0,7443167,7443167,0,0.99,0.98
"2891","中信金",34415016,10435366,23979650,52150004,76129654,312872,0,27265738,17839709,-2313763,15525946,0,0,0,15525946,15521532,4414,1.21,0.00
"2892","第一金控",27443483,9362768,18080715,9659883,27740598,3887899,0,13483353,10668136,-1651836,9016300,0,0,0,9016300,9028418,-12118,1.11,0.00
"5880","合庫金",36796952,17173079,19623873,6858182,26482055,3091426,0,15421671,7691802,-1249999,6441803,0,0,0,6441803,6482714,-40911,0.96,0.96