公司代號,公司名稱,利息收入,減：利息費用,利息淨收益,利息以外淨收益,淨收益,呆帳費用,收回(提存)各項保險責任準備淨額,營業費用,繼續營業單位稅前合併淨利(淨損),所得稅(費用)利益,繼續營業單位稅後合併淨利(淨損),停業單位損益,非常損益(稅後),會計原則變動之累積影響數(稅後),合併總損益,合併總損益歸屬予_母公司股東,合併總損益歸屬予_少數股權,基本每股盈餘,稀釋每股盈餘
"2880","華南金",25740417,13422913,12317504,8363135,20680639,4900179,-272608,9288283,6219569,-1794271,4425298,0,0,0,4425298,4425846,-548,0.74,0.00
"2881","富邦金",28650587,13951979,14698608,52647328,67345936,5123722,-39086639,12857656,10277919,-1331458,8946461,0,0,0,8946461,8660324,286137,1.12,0.00
"2882","國泰金",54438785,10180419,44258366,76865457,121123823,1697018,-70177552,26383443,22865810,-2089163,20776647,0,0,0,20776647,20683076,93571,2.26,0.00
"2883","開發金",3522291,1937538,1584753,11164170,12748923,41585,0,3512283,9195055,-457010,8738045,0,0,0,8738045,8678086,59959,0.79,0.00
"2884","玉山金控",10657511,5934402,4723109,2493368,7216477,1123368,0,4002430,2090679,-302143,1788536,0,0,0,1788536,1788741,-205,0.54,0.48
"2885","元大金",8019842,3449112,4570730,6865328,11436058,1020670,0,6195128,4220260,100864,4321124,0,0,0,4321124,4312340,8784,0.77,0.00
"2886","兆豐金",33537488,21828729,11708759,11454697,23163456,3577191,-152530,9788388,9645347,-1013862,8631485,0,0,0,8631485,8604974,26511,0.78,0.00
"2887","台新金控",38488492,20417472,18071020,12973699,31044719,5177634,0,15947377,9919708,-2477714,7441994,0,0,0,7441994,4185409,3256585,0.61,0.00
"2888","新光金",24808842,2863559,21945283,34740181,56685464,1152038,-33624193,12005468,9903765,-608503,9295262,0,0,0,9295262,9235531,59731,1.90,0.00
"2889","國票金控",1732431,1556001,176430,1850778,2027208,0,0,973244,1053964,-142828,911136,0,0,0,911136,705709,205427,0.33,0.00
"2890","永豐金控",23697462,14510375,9187087,9376770,18563857,3514413,0,9502384,5547060,-1151746,4395314,0,0,0,4395314,4400607,-5293,0.63,0.00
"2891","中信金",31962247,15588974,16373273,13631317,30004590,3804541,0,15338858,10861191,-2655306,8205885,0,0,0,8205885,8201501,4384,0.95,0.00
"2892","第一金控",23500915,12893461,10607454,8587877,19195331,2799394,0,8475302,7920635,-2471590,5449045,0,0,0,5449045,5449045,0,0.91,0.00