公司代號,公司名稱,利息收入,減：利息費用,利息淨收益,利息以外淨收益,淨收益,呆帳費用,收回(提存)各項保險責任準備淨額,營業費用,繼續營業單位稅前合併淨利(淨損),所得稅(費用)利益,繼續營業單位稅後合併淨利(淨損),停業單位損益,非常損益(稅後),會計原則變動之累積影響數(稅後),合併總損益,合併總損益歸屬予_母公司股東,合併總損益歸屬予_少數股權,基本每股盈餘,稀釋每股盈餘
"2880","華南金",6475262,2321504,4153758,3320267,7474025,1415804,-122844,4281935,1653442,-350345,1303097,0,0,0,1303097,1303091,6,0.21,0.00
"2881","富邦金",14715495,2404279,12311216,121262396,133573612,402217,-117880879,8525120,6765396,-657382,6108014,0,0,0,6108014,5982321,125693,0.74,0.00
"2882","國泰金",24215907,2223161,21992746,73824157,95816903,0,-84760303,13304652,-2248052,861486,-1386566,0,0,0,-1386566,-1312925,-73641,-0.14,0.00
"2883","開發金",753431,410080,343351,2025740,2369091,-200909,0,1459427,1110573,-31893,1078680,0,0,0,1078680,995020,83660,0.09,0.00
"2884","玉山金控",4097282,1375135,2722147,1563034,4285181,733790,0,2322842,1228549,-173293,1055256,0,0,0,1055256,1055256,0,0.29,0.26
"2885","元大金",2475885,443595,2032290,3905555,5937845,30729,0,3759445,2147671,-403390,1744281,0,0,0,1744281,1724947,19334,0.21,0.00
"2886","兆豐金",8852985,2769728,6083257,5884323,11967580,507828,-1957416,4741022,4761314,-779984,3981330,0,0,0,3981330,3981087,243,0.36,0.36
"2887","台新金控",9157824,3290060,5867764,4279048,10146812,-622799,0,6213365,4556246,-868656,3687590,0,0,0,3687590,2293868,1393722,0.36,0.32
"2888","新光金",13859570,657816,13201754,18027455,31229209,449547,-28059228,5268752,-2548318,-137743,-2686061,0,0,0,-2686061,-2927325,241264,-0.37,0.00
"2889","國票金控",617429,119944,497485,711474,1208959,29798,0,755424,423737,-80282,343455,0,0,0,343455,338187,5268,0.16,0.00
"2890","永豐金控",5227140,1656696,3570444,2273782,5844226,1277489,0,3479009,1087728,-107929,979799,0,0,0,979799,979799,0,0.14,0.14
"2891","中信金",8384634,2497690,5886944,6577733,12464677,268336,0,7480512,4715829,-955023,3760806,0,0,0,3760806,3759394,1412,0.38,0.00
"2892","第一金控",6844677,2172153,4672524,2893206,7565730,1866661,-473610,3907966,1317493,-399320,918173,0,0,0,918173,923076,-4903,0.15,0.00