年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2008,1,1101,台泥,勤業眾信會計師事務所,郭政弘,邵志明,97/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1102,亞泥,勤業眾信會計師事務所,戴信維,郭俐雯,97/04/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1103,嘉泥,勤業眾信會計師事務所,仲  偉,涂三遷,97/04/24,保留(附加其他事項說明段)--欲強調某一事項、依被投資公司未經會計師查核報告認列投資損益
2008,1,1104,環球水泥,資誠會計師事務所,王嘉瑜,蕭金木,97/04/27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1108,幸福水泥,勤業眾信 會 計 師 事 務 所,陳招美,謝建新,97/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1109,信大水泥,資誠會計師事務所,賴宗羲,周育正,97/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1110,東泥,建興聯合會計師事務所,蔡淑滿,劉奕宏,97/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1201,味全公司,資誠會計師事務所,陳永清,王照明,97/04/25,保留(附加其他事項說明段)--欲強調某一事項、依被投資公司未經會計師查核報告認列投資損益
2008,1,1203,味王公司,大中國際聯合會計師事務所,林寬照,溫明郁,97/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1210,大成長城,安侯建業會計師事務所,丁玉山,許育峰,97/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1213,大飲,安永會計師事務所,賴明陽,鄭戊水,97/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1215,卜蜂企業,資誠會計師事務所,翁世榮,吳郁隆,97/04/30,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1216,統一,資誠會計師事務所,林姿妤,王偉臣,97/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1217,愛之味,建興聯合會計師事務所,劉奕宏,柯清泉,97/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1218,泰山企業,安侯建業會計師事務所,陳嘉修,簡蒂暖,97/04/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1219,福壽實業,群智聯合會計師事務所,黃奕睿,陳郁惠,97/04/17,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,柯俊榮,97/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1225,福懋油,勤業眾信會計師事務所,謝建新,陳招美,97/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1227,佳格,勤業眾信會計師事務所,許庭禎,郭文吉,97/04/17,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1229,聯華實業,安侯建業會計師事務所,許淑敏,楊柳鋒,97/04/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1231,聯華食品,勤業眾信會計師事務所,蔡振財,陳清祥,97/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1232,大統益,資誠會計師事務所,林姿妤,林億彰,97/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1233,天仁,致遠 聯 合 會 計 師 事 務 所,"蕭翠慧 (YYY代表會計�/td>鄧泗堂 (YYY代表會計�/td>97/04/16
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","鄧泗堂 (YYY代表會計�/td>97/04/16
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",97/04/16,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1234,黑松,勤業眾信會計師事務所,林義峰,陳慧銘,97/04/15,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1235,興泰,第一聯合會計師事務所,王戊昌,甘有財,97/04/19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1236,宏亞食品,安永會計師事務所,賴明陽,鄭戊水,97/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1301,台塑,安侯建業會計師事務所,寇惠植,李慈慧,97/04/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1303,南亞塑膠,安侯建業會計師事務所,李慈慧,寇惠植,97/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1304,台聚,勤業眾信會計師事務所,郭慈容,黃秀椿,97/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1305,華夏,勤 業 眾 信 會 計 師 事 務 所,郭慈容,黃秀椿,97/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1307,三芳化工,安侯建業會計師事務所,楊博任,陳國宗,97/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1308,亞聚,勤 業 眾 信 會 計 師 事 務 所,黃 秀 椿,王 小 蕙,97/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1309,台達化工,勤業眾信會計師事務所,韋亮發,王小蕙,97/04/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1312,國喬石化,第一聯合會計師事務所,蕭英嘉,張福郎,97/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1313,聯成,勤業眾信會計師事務所,郭文吉,許庭禎,97/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1314,中石化,安侯建業會計師事務所,陳富煒,林琬琬,97/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1315,達新工業,第一聯合會計師事務所,王戊昌,甘有財,97/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1316,上曜,資誠會計師事務所,李明憲,林姿妤,97/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1319,東陽,安永會計師事務所,黃世杰,王金來,97/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1321,大洋,安侯建業會計師事務所,蔡松棋,呂觀文,97/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1323,永裕,勤業眾信會計師事務所,林卉娟,李季珍,97/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1324,地球工業,安永會計師事務所,黃素珍,楊智惠,97/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1325,恒大,勤業眾信會計師事務所,蕭天厚,張瑞娜,97/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1326,台化,安永會計師事務所,阮呂倩,鄭戊水,97/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1402,遠東新,勤業眾信會計師事務所,施景彬,吳恩銘,97/04/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1409,新纖,勤業眾信會計師事務所,"王錦燕 (YYY代表會計�/td>李麗凰 (YYY代表會計�/td>97/04/22
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","李麗凰 (YYY代表會計�/td>97/04/22
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",97/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1410,南染,資誠會計師事務所,吳漢期,周哲毅,97/04/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1413,宏洲纖維,立本台灣聯合會計師事務所,柯俊輝,陳玉芳,97/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1414,東和,安侯建業會計師事務所,陳國宗,楊博任,97/04/18,標準式無保留核閱報告
2008,1,1416,廣豐,第一聯合會計師事務所,邱繼盛,張福郎,97/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1417,嘉裕,勤業眾信會計師事務所,郭政弘,邵志明,97/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1418,東華,勤業眾信會計師事務所,劉永富,陳杰忠,97/04/28,保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益
2008,1,1419,新紡,勤業眾信會計師事務所,陳慧銘,林宜慧,97/04/24,標準式無保留核閱報告
2008,1,1423,利華羊毛,安永會計師事務所,鄧泗堂,戴興鉦,97/04/11,標準式無保留核閱報告
2008,1,1432,大魯閣,資誠會計師事務所,周筱姿,蕭金木,97/04/30,保留(附加其他事項說明段)--繼續經營假設有疑慮、欲強調某一事項、依被投資公司未經會計師查核報告認列投資損益
2008,1,1434,福懋興業,安 永 會 計 師 事 務 所,鄭戊水,阮呂倩,97/04/21,保留(附加其他事項說明段)--會計原則變動、依被投資公司未經會計師查核報告認列投資損益
2008,1,1435,中福國際,勤業眾信會計師事務所,陳照敏會計師,劉江抱會計師,97/04/17,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1436,華友聯,勤業眾信會計師事務所,吳恩銘,施景彬,97/04/11,標準式無保留核閱報告
2008,1,1437,勤益投控,安侯建業會計師事務所,呂莉莉,關春修,97/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1438,裕豐,安泰聯合會計師事務所,萬文慧,陳兆宏,97/04/16,保留(附加其他事項說明段)--繼續經營假設有疑慮、依被投資公司未經會計師查核報告認列投資損益
2008,1,1439,中和羊毛,安 永 會 計 師 事 務 所,"戴興鉦 (YYY代表會計�/td>潘愛華 (YYY代表會計�/td>97/04/27
標準式無保留核閱報告","潘愛華 (YYY代表會計�/td>97/04/27
標準式無保留核閱報告",97/04/27,標準式無保留核閱報告
2008,1,1440,南紡,資誠會計師事務所,林姿妤,林億彰,97/04/26,保留(附加其他事項說明段)--採用其他會計師查核且欲區分責任、會計原則變動、依被投資公司未經會計師查核報告認列投資損益
2008,1,1441,大東紡織,安侯建業會計師事務所,李慈慧,吳秋華,97/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1442,名軒,惠眾會計師事務所,盧聯生,項文婷,97/04/19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1443,立益紡織,第一聯合會計師事務所,甘有財,張福郎,97/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1444,力麗,勤業眾信會計師事務所,余鴻賓,邱明玉,97/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1445,大宇紡織,勤業眾信會計師事務所,韋亮發,王小蕙,97/04/17,標準式無保留核閱報告
2008,1,1446,宏和,安 永 會 計 師 事 務 所,黃崇輝,黃世杰,97/04/18,保留(附加其他事項說明段)--會計原則變動、依被投資公司未經會計師查核報告認列投資損益
2008,1,1447,力鵬,勤業眾信會計師事務所,余鴻賓,邱明玉,97/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1449,佳和實業,安侯建業會計師事務所,陳國宗,張嘉信,97/04/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1451,年興紡織,勤業眾信會計師事務所,卓明信,吳恩銘,97/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1452,宏益,立本台灣聯合會計師事務所,"柯俊輝 (YYY代表會計�/td>陳玉芳 (YYY代表會計�/td>97/04/17
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","陳玉芳 (YYY代表會計�/td>97/04/17
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",97/04/17,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1453,大將,勤業眾信會計師事務所,郭榮芳,鄧治萍,97/04/25,保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益
2008,1,1454,台富,勤業眾信會計師事務所,游素環,陳慧銘,97/04/20,標準式無保留核閱報告
2008,1,1455,集盛,第 一 聯 合 會 計 師 事 務 所,蕭英嘉,張福郎,97/04/23,修正式無保留核閱報告--會計原則變動
2008,1,1456,怡華,惠眾會 計 師 事 務 所,"盧聯生 (YYY代表會計�/td>項文婷 (YYY代表會計�/td>97/04/28
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","項文婷 (YYY代表會計�/td>97/04/28
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",97/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1457,宜進,安侯建業會計師事務所,張淑瑩,曾國禓,97/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1459,聯發紡織,勤業眾信會計師事務所,林  谷  同,劉  永  富,97/04/16,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1460,宏遠,勤業眾信會計師事務所,林卉娟,施景彬,97/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1463,強盛染整,安侯建業會計師事務所,魏忠華,吳美萍,97/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1464,得力實業,勤 業 眾 信 會 計 師 事 務 所,李季珍,龔俊吉,97/04/24,標準式無保留核閱報告
2008,1,1465,偉全實業,立 本 台 灣 聯 合 會 計 師 事 務 所,劉克宜,許坤錫,97/04/19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1466,聚隆,建智聯合會計師事務所,紀敏滄,陳靜宜,97/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1467,南緯實業,安侯建業會計師事務所,簡蒂暖,吳昭德,97/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1468,昶和纖維,勤業眾信會計師事務所,許庭禎,郭文吉,97/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1469,理隆纖維,資誠會計師事務所,蔡金拋,邱昭賢,97/04/28,標準式無保留核閱報告
2008,1,1470,大統染,勤業眾信會計師事務所,林谷同,陳杰忠,97/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1471,首利,資誠會計師事務所,吳漢期,蕭春鴛,97/04/28,修正式無保留核閱報告--會計原則變動
2008,1,1472,三洋紡,勤業眾信會計師事務所,林谷同 (代表會計師1),劉永富 (代表會計師),97/04/02,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1473,台南企業,資誠會計師事務所,劉子猛,林姿妤,97/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1474,弘裕,建智聯合會計師事務所,紀敏滄,陳靜宜,97/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1475,本盟光電,資誠會計師事務所,翁世榮,張淑瓊,97/04/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1476,儒鴻,安侯建業會計師事務所,寇惠植,曾國禓,97/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1477,聚陽實業,安侯建業會計師事務所,陳蓓琪,陳雅琳,97/04/28,保留(附加其他事項說明段)--會計原則變動、依被投資公司未經會計師查核報告認列投資損益
2008,1,1503,士電,勤業眾信會計師事務所,許庭禎,郭文吉,97/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1504,東元電機,資誠會計師事務所,高文宏,支秉鈞,97/04/25,保留(附加其他事項說明段)--會計原則變動、適用新公報、依被投資公司未經會計師查核報告認列投資損益
2008,1,1506,正道,安侯建業會計師事務所,"林琬琬 (YYY代表會計�/td>連淑凌 (YYY代表會計�/td>97/04/29
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","連淑凌 (YYY代表會計�/td>97/04/29
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",97/04/29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1507,永大機電,建昇財稅聯合會計師事務所,林昇平,蔡季嫻,97/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1512,瑞利,勤業眾信會計師事務所,吳秋燕,郭麗園,96/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1513,中興電,鼎信聯合會計師事務所,林春枝,林金鳳,97/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1514,亞力電機,惠眾會計師事務所,卓敏枝,洪佑伶,97/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1515,力山,安侯建業會計師事務所,張字信,魏忠華,97/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1516,川飛,安侯建業會計師事務所,張字信,于紀隆,97/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1517,利奇機械,勤業眾信會計師事務所,成德潤,羅瑞霖,97/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1519,華城電機,勤業眾信會計師事務所,李東峰,郭政弘,97/04/21,保留(附加其他事項說明段)--會計原則變動、依被投資公司未經會計師查核報告認列投資損益
2008,1,1521,大億,勤業眾信會計師事務所,黃李松,李季珍,97/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1522,堤維西,安永會計師事務所,黃崇輝,黃世杰,97/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1524,耿鼎企業,正風聯合會計師事務所,鄭憲修,曾國富,97/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1525,江申工業,勤業眾信會計師事務所,郭政弘,邵志明,97/04/11,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1526,日馳,立 本 台 灣 聯 合 會 計 師 事 務 所,柯 俊 輝,陳 玉 芳,97/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1527,鑽全,安永會計師事務所,林鴻光,嚴文筆,98/04/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1528,恩德,安 侯 建 業 會 計 師 事 務 所,俞 安 恬,許 育 峰,97/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1529,樂士,建智聯合會計師事務所,陳宇頌,周芳文,97/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1530,亞崴機電,敬業會計師事務所,王日春會計師,黃勝義會計師,97/04/16,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1531,高林股,勤業眾信會計師事務所,洪玉美,陳清祥,97/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1532,勤美,安侯建業會計師事務所,楊美雪,陳雅琳,97/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1533,車王電,資誠會計師事務所,蕭珍琪,張志安,97/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1535,中宇,勤業眾信會計師事務所,"邱慧吟(勤業眾信代表�/td>江佳玲(勤業眾信代表�/td>97/04/10
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","江佳玲(勤業眾信代表�/td>97/04/10
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",97/04/10,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1536,和大工業,資誠會計師事務所,洪淑華,張志安,97/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1537,廣隆光電,資誠會計師事務所,洪淑華,張志安,97/04/26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1538,正峰新,亞 東 聯 合 會 計 師 事 務 所,"呂正樂 (YYY代表會計�/td>林鴻基 (YYY代表會計�/td>97/04/23
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","林鴻基 (YYY代表會計�/td>97/04/23
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",97/04/23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1539,巨庭機械,鼎 信 聯 合 會 計 師 事 務 所,黃素絹,蕭溪明,97/04/21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1540,喬福機械,資誠會計師事務所,洪淑華,張志安,97/04/28,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1541,錩泰,安 永 會 計 師 事 務 所,游朝堂,涂清淵,97/04/18,標準式無保留核閱報告
2008,1,1558,伸興,安 永 會 計 師 事 務 所,嚴 文 筆,涂 清 淵,97/04/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1560,中砂,勤業眾信會計師事務所,張清福,陳清祥,97/04/15,修正式無保留核閱報告--欲強調某一事項
2008,1,1582,信錦,勤 業 眾 信 會 計 師 事 務 所,李東峰,張敬人,97/04/21,保留(附加其他事項說明段)--會計原則變動、依被投資公司未經會計師查核報告認列投資損益
2008,1,1583,程泰,敬 業 會 計 師 事 務 所,王日春,黃勝義,97/04/21,保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益
2008,1,1603,華電,勤業眾信會計師事務所,蕭天厚,張瑞娜,97/04/22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1604,聲寶,勤 業 眾 信 會 計 師 事 務 所,徐  文  亞,楊　民　賢,97/04/25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1605,華新,勤業眾信會計師事務所,邱明玉,盧啟昌,97/04/25,修正式無保留核閱報告--會計原則變動
2008,1,1608,華榮,安侯建業會計師事務所,楊博任,許振隆,97/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1609,大亞電線,群 智 聯 合 會 計 師 事 務 所,黃奕睿,莊景福,97/04/18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2008,1,1611,中電,群信聯 合 會 計 師 事 務 所,李仍晃,謝文益,97/04/24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
